gvkey,fyear,conm,act,at,dlc,ebit,ni,re,wcap,survive,niat,cr,wcat,ebitaat,reat,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
5560,2009,HECLA MINING CO,166.463,1046.784,1.56,60.088,67.826,-315.098,124.728,1,0.0647946,106.7071,0.1191535,0.0574025,-0.3010153,0.0733238,-0.0542525,0.0369732,0.0506319,0.0794242
5567,2009,HEICO CORP,243.577,732.91,0.237,88.255,44.626,232.967,178.064,1,0.0608888,1027.751,0.2429548,0.1204172,0.3178658,0.0731426,0.2500605,0.0378203,0.0513469,0.0839314
5568,2009,KRAFT HEINZ CO,3051.125,10075.71,59.02,1581.916,864.892,5876.452,875.766,1,0.0858393,51.69646,0.0869185,0.1570029,0.5832295,0.0743001,-0.072428,0.0367527,0.0516535,0.0865481
5572,2009,HELEN OF TROY LTD,359.354,834.733,3,91.529,71.817,459.954,254.06,1,0.0860359,119.7847,0.3043608,0.1096506,0.5510193,0.0743092,-0.0499316,0.0382405,0.0516163,0.0831613
5581,2009,HELMERICH & PAYNE,522.932,4161.024,105,576.959,353.545,2527.393,221.026,1,0.0849659,4.980305,0.0531182,0.1386579,0.6073969,0.0742595,-0.087863,0.0365214,0.0516814,0.085236
5597,2009,HERSHEY CO,1385.434,3675.031,39.313,860.721,435.994,3945.509,474.806,1,0.1186368,35.24112,0.1291978,0.2342078,1.073599,0.0758215,-0.0778648,0.037042,0.05222,0.0920702
5606,2009,HP INC,52539,114799,1850,11025,7660,26689,9536,1,0.0667253,28.39946,0.0830669,0.0960374,0.2324846,0.0734134,-0.0801253,0.0367263,0.0512483,0.0821876
5608,2009,HEXCEL CORP,461.1,1246.6,33.5,109.5,56.3,64,259.4,1,0.0451628,13.76418,0.208086,0.0878389,0.0513396,0.0724131,-0.0849608,0.0375818,0.051039,0.0816012
5639,2009,HILL-ROM HOLDINGS INC,695.1,1232.6,102.2,115.8,-405,1045.3,350.8,1,-0.3285738,6.80137,0.2846017,0.0939478,0.8480448,0.0550757,-0.0872613,0.0381053,0.0519594,0.0820381
5650,2009,HITACHI LTD,51126.3,95843.27,8085.449,2164.443,-1145.193,3013.083,9036.338,1,-0.0119486,6.323248,0.0942824,0.0225832,0.0314376,0.0697637,-0.0874193,0.0368031,0.051016,0.0769338
5680,2009,HOME DEPOT INC,13900,40877,1020,4949,2661,13588,3537,1,0.0650977,13.62745,0.0865279,0.1210705,0.3324119,0.0733379,-0.085006,0.03675,0.0513637,0.0839781
5690,2009,HNI CORP,360.271,994.326,0.039,50.735,-6.442,354.496,60.129,1,-0.0064788,9237.718,0.0604721,0.0510245,0.3565189,0.0700175,2.962634,0.0365717,0.0513916,0.0789681
5691,2009,HONDA MOTOR CO LTD,49397.47,124508.7,19150.32,3894.806,2873.662,44344.48,12790.08,1,0.02308,2.579459,0.1027244,0.0312814,0.3561556,0.0713887,-0.0886562,0.0368608,0.0513911,0.0775559
5742,2009,CENTERPOINT ENERGY INC,2904,19773,958,1124,372,-1036,-134,1,0.0188135,3.031315,-0.0067769,0.0568452,-0.0523947,0.0711908,-0.0885069,0.0361116,0.0509191,0.0793844
5792,2009,HUTTIG BUILDING PRODUCTS INC,96,136.2,0.6,-20.5,-20.5,12.3,47.3,1,-0.1505139,160,0.3472834,-0.1505139,0.0903084,0.0633358,-0.0366445,0.0385342,0.051084,0.0645531
5808,2009,HYDRO QUEBEC,6027.149,65938.25,587.898,5194.532,2901.252,17226.84,325.017,1,0.0439995,10.25203,0.0049291,0.0787787,0.2612572,0.0723591,-0.0861212,0.0361917,0.0512815,0.0809532
5811,2009,HYDROMER INC,3.933,8.33,0.06,-0.218,0.503,-0.276,2.993,1,0.0603842,65.55,0.3593037,-0.0261705,-0.0331333,0.0731192,-0.0678508,0.0386165,0.0509414,0.0734467
5831,2009,IEC ELECTRONICS CORP,19.005,34.469,1.147,4.82,4.956,-19.062,11.39,1,0.1437814,16.56931,0.3304418,0.1398358,-0.5530186,0.076988,-0.084034,0.038419,0.0503408,0.0853203
5860,2009,ITT INC,4255.8,11129.1,75,988.7,643.7,3696.7,1640.2,1,0.0578394,56.744,0.1473794,0.0888392,0.3321652,0.0730012,-0.0707603,0.0371664,0.0513634,0.0816727
5862,2009,RAYONIER INC,509.696,2252.931,4.65,191.162,312.541,584.244,334.585,1,0.1387264,109.612,0.148511,0.0848504,0.2593262,0.0767535,-0.0532927,0.0371741,0.0512793,0.0813874
5870,2009,IDACORP INC,310.406,4238.727,63.09,203.583,124.35,640.913,92.177,1,0.0293366,4.920051,0.0217464,0.0480293,0.1512041,0.0716789,-0.0878829,0.0363067,0.0511544,0.0787538
5878,2009,ILLINOIS TOOL WORKS,5674.595,16081.98,213.681,1491.547,947.009,9922.466,2838.957,1,0.0588863,26.55639,0.1765303,0.0927465,0.6169927,0.0730497,-0.0807342,0.0373658,0.0516925,0.0819522
5903,2009,IMPERIAL OIL LTD,3505,17473,109,2099,1579,7931,-263,1,0.090368,32.15596,-0.0150518,0.1201282,0.4539003,0.0745101,-0.0788841,0.0360549,0.0515041,0.0839107
5914,2009,INDIANA MICHIGAN POWER CO,870.915,6978.988,87.609,380.703,216.31,634.907,298.405,1,0.0309945,9.94093,0.0427576,0.0545499,0.0909741,0.0717558,-0.086224,0.0364505,0.0510848,0.0792202
5959,2009,TRANE TECHNOLOGIES PLC,4827.3,19991,876.7,953,451.3,4403.6,849.1,1,0.0225752,5.506216,0.0424741,0.0476715,0.2202791,0.0713653,-0.0876892,0.0364486,0.0512342,0.0787282
5968,2009,RYERSON HOLDING CORP,1139.8,1787.6,28.4,-28.4,-189.3,-325.4,754.1,1,-0.1058962,40.1338,0.4218505,-0.0158872,-0.1820318,0.0654056,-0.0762483,0.0390444,0.0507694,0.0741822
5971,2009,WINDGEN ENERGY INC,0.015,0.015,0.436,-0.233,-0.284,-9.335,-0.818,1,-18.93333,0.0344037,-54.53334,-15.53333,-622.3334,-0.8079863,-0.0894971,-0.3369854,-0.6680127,-1.035698
5987,2009,GRIFFON CORP,740.995,1145.407,81.41,26.387,22.791,466.952,468.506,1,0.0198977,9.102014,0.4090302,0.0230372,0.4076734,0.0712411,-0.0865012,0.0389567,0.0514507,0.0769663
6008,2009,INTEL CORP,21157,53095,172,8639,4369,26711,13566,1,0.0822865,123.0058,0.2555043,0.1627084,0.5030794,0.0741352,-0.0488674,0.0379062,0.0515609,0.0869562
6021,2009,INRAD OPTICS INC,8.427,12.611,0.009,-1.124,-2.8,-9.396,6.439,1,-0.2220284,936.3334,0.510586,-0.0891285,-0.7450638,0.0600183,0.2198561,0.0396516,0.0501189,0.0689437
6034,2009,INTERFACE INC,387.973,727.239,14.586,64.695,10.918,-112.575,236.63,1,0.0150129,26.599,0.3253813,0.0889597,-0.1547978,0.0710145,-0.0807202,0.0383843,0.0508008,0.0816814
6066,2009,INTL BUSINESS MACHINES CORP,48935,109022,4168,17719,13425,62070,12933,1,0.1231403,11.74064,0.1186274,0.1625268,0.5693346,0.0760304,-0.0856294,0.0369696,0.0516374,0.0869432
6078,2009,INTL FLAVORS & FRAGRANCES,1128.066,2644.774,76.78,364.909,195.526,2068.231,643.612,1,0.0739292,14.69219,0.2433524,0.1379736,0.7820067,0.0737476,-0.0846542,0.0378231,0.0518831,0.0851871
6100,2009,INTERDIGITAL INC,702.322,905.785,0.584,152.493,87.256,247.048,449.762,1,0.0963319,1202.606,0.4965439,0.1683545,0.2727447,0.0747868,0.3078327,0.0395555,0.0512948,0.0873601
6104,2009,INTL PAPER CO,7551,25548,304,1304,663,-128,3539,1,0.0259512,24.83882,0.1385236,0.0510412,-0.0050102,0.0715219,-0.0813017,0.0371058,0.0509739,0.0789693
6135,2009,ENBRIDGE INC,3595,28169,1222,1261,1562,3857,-194,1,0.055451,2.941899,-0.006887,0.0447655,0.1369236,0.0728904,-0.0885365,0.0361108,0.0511379,0.0785204
6136,2009,INTERPUBLIC GROUP OF COS,7637.7,12263.1,308.6,345.9,121.3,-501.4,732.1,1,0.0098915,24.74951,0.0596994,0.0282066,-0.0408869,0.0707769,-0.0813312,0.0365664,0.0509324,0.077336
6158,2009,INVACARE CORP,528.464,1359.501,1.091,94.846,41.179,520.476,238.137,1,0.0302898,484.385,0.175165,0.0697653,0.3828434,0.0717232,0.0705323,0.0373565,0.051422,0.0803085
6216,2009,JACOBS ENGINEERING GROUP INC,2818.449,4428.614,17.495,620.573,399.854,1797.823,1522.548,1,0.0902888,161.1003,0.3437979,0.140128,0.4059561,0.0745065,-0.0362809,0.0385104,0.0514487,0.0853412
6223,2009,EMCOR GROUP INC,1977.365,2981.894,45.1,281.925,160.756,816.568,642.76,1,0.0539107,43.84401,0.2155543,0.0945456,0.2738421,0.0728189,-0.0750224,0.0376329,0.051296,0.0820809
6253,2009,JERSEY CENTRAL POWER & LIGHT,486.586,6481.457,30.639,390.313,170.499,-42.937,118.966,1,0.0263057,15.88126,0.0183548,0.0602199,-0.0066246,0.0715383,-0.0842613,0.0362835,0.050972,0.0796258
6266,2009,JOHNSON & JOHNSON,39541,94682,6318,16776,12266,67248,17810,1,0.1295494,6.258468,0.1881033,0.1771826,0.7102512,0.0763277,-0.0874407,0.037445,0.0518002,0.0879915
6268,2009,JOHNSON CONTROLS INTL PLC,9826,24088,798,469,-338,6845,1110,1,-0.0140319,12.31328,0.046081,0.0194703,0.2841664,0.0696671,-0.0854402,0.0364732,0.051308,0.0767112
6307,2009,SEARS HOLDINGS CORP,11438,24808,807,607,235,4076,2652,1,0.0094728,14.17348,0.106901,0.0244679,0.1643018,0.0707575,-0.0848256,0.0368894,0.0511695,0.0770686
6310,2009,KINDER MORGAN INC,1385.6,27586.3,768.7,1407.2,496,-3674.2,-933.9,1,0.0179799,1.802524,-0.0338538,0.0510108,-0.1331893,0.0711521,-0.0889129,0.0359263,0.0508258,0.0789671
6311,2009,PRIMEENERGY RESOURCES CORP,35.648,217.518,7,-27.901,-23.679,43.511,-4.74,1,-0.10886,5.092571,-0.0217913,-0.1282698,0.200034,0.0652681,-0.0878259,0.0360088,0.0512108,0.0661441
6326,2009,KAMAN CORP,482.603,773.067,6.835,53.946,32.649,198.016,328.533,1,0.0422331,70.6076,0.4249735,0.0697818,0.2561434,0.0722772,-0.0661797,0.0390658,0.0512756,0.0803097
6335,2009,KANSAS CITY SOUTHERN,613.8,5479.1,68.1,262.1,68,1390.2,203,1,0.0124108,9.013216,0.0370499,0.0478363,0.2537278,0.0708938,-0.0865305,0.0364114,0.0512728,0.07874
6338,2009,EVERGY INC,629.482,7525.483,244.105,354.942,175.075,360.199,-52.996,1,0.0232643,2.578735,-0.0070422,0.0471653,0.0478639,0.0713972,-0.0886565,0.0361097,0.051035,0.078692
6375,2009,KELLOGG CO,2558,11200,47,2139,1212,3515,270,1,0.1082143,54.42553,0.0241071,0.1909821,0.3138393,0.075338,-0.0715263,0.0363229,0.0513423,0.0889785
6379,2009,KELLY SERVICES INC  -CL A,898.4,1301.7,79.6,-57.8,-104.5,596.6,360.8,1,-0.0802796,11.28643,0.277176,-0.0444035,0.4583237,0.0665939,-0.0857794,0.0380545,0.0515092,0.0721426
6385,2009,KENILWORTH SYSTEMS CORP,1.038,4.353,0.025,-1.055,-2.33,-37.243,0.829,1,-0.535263,41.52,0.1904434,-0.2423616,-8.555708,0.0454875,-0.0757903,0.037461,0.0410951,0.0579837
6386,2009,KENNAMETAL INC,875.904,2346.974,49.365,81.316,-119.742,798.064,496.935,1,-0.0510197,17.74342,0.2117343,0.0346472,0.3400396,0.0679513,-0.0836461,0.0376067,0.0513725,0.0777967
6397,2009,KENTUCKY POWER,138.022,1527.919,1.125,66.789,23.936,142.584,-2.934,1,0.0156658,122.6862,-0.0019203,0.0437124,0.0933191,0.0710448,-0.0489729,0.0361448,0.0510875,0.0784451
6410,2009,KEWAUNEE SCIENTIFIC CORP,38.582,56.621,4.954,5.827,3.572,23.5,20.085,1,0.0630861,7.78805,0.354727,0.1029124,0.4150404,0.0732446,-0.0869353,0.0385851,0.0514592,0.0826793
6416,2009,KEY TRONIC CORP,61.055,77.755,0.172,2.548,1.063,11.755,37.444,1,0.0136711,354.9709,0.4815639,0.0327696,0.15118,0.0709522,0.0277739,0.039453,0.0511543,0.0776624
6433,2009,KIMBALL INTERNATIONAL  -CL B,408.788,642.269,12.737,9.808,17.328,457.679,176.181,1,0.0269793,32.09452,0.2743103,0.0152709,0.7125971,0.0715696,-0.0789044,0.0380349,0.0518029,0.0764108
6435,2009,KIMBERLY-CLARK CORP,5864,19209,610,3071,1884,8496,941,1,0.098079,9.613114,0.0489875,0.159873,0.4422927,0.0748679,-0.0863323,0.0364931,0.0514907,0.0867534
6461,2009,KIRBY CORP,300.097,1635.963,0.035,225.605,125.941,899.898,162.993,1,0.0769828,8574.199,0.0996312,0.1379035,0.5500724,0.0738892,2.743407,0.0368397,0.0516152,0.0851821
6494,2009,KOMATSU LTD,11184.1,21065.11,2466.602,867.946,360.849,7101.494,4283.602,1,0.0171302,4.534212,0.2033506,0.041203,0.3371212,0.0711127,-0.0880104,0.0375494,0.0513691,0.0782656
6502,2009,KROGER CO,7450,23093,579,2204,70,6751,-264,1,0.0030312,12.86701,-0.011432,0.0954402,0.2923397,0.0704587,-0.0852572,0.0360797,0.0513174,0.0821449
6506,2009,KUBOTA CORP,8788.308,15086.01,1710.546,753.972,453.169,4950.225,4074.839,1,0.030039,5.137721,0.2701072,0.0499782,0.3281336,0.0717115,-0.087811,0.0380061,0.0513588,0.0788932
6509,2009,KULICKE & SOFFA INDUSTRIES,295.461,413.076,48.964,-61.967,-36.014,-183.6,172.401,1,-0.0871849,6.034249,0.4173591,-0.1500136,-0.4444703,0.0662736,-0.0875148,0.0390137,0.0504662,0.0645889
6512,2009,KYOCERA CORP,11075.54,19793.54,187.677,683.726,429.283,11960.51,7977.977,1,0.021688,59.01382,0.4030595,0.0345429,0.6042634,0.0713241,-0.0700103,0.0389159,0.0516778,0.0777892
6528,2009,LSB INDUSTRIES INC,211.495,338.633,6.222,40.95,21.584,41.082,144.666,1,0.0637386,33.99148,0.4272059,0.1209274,0.1213172,0.0732748,-0.0782777,0.0390811,0.0511198,0.0839678
6543,2009,LA-Z-BOY INC,428.11,608.818,1.066,45.377,32.538,88.456,280.83,1,0.0534445,401.6041,0.4612708,0.0745329,0.1452914,0.0727973,0.0431815,0.0393142,0.0511475,0.0806495
6547,2009,SPIRE INC,368.783,1762.018,129.8,125.064,64.262,340.644,69.643,1,0.0364707,2.841163,0.0395246,0.0709777,0.1933261,0.0720099,-0.0885698,0.0364284,0.051203,0.0803952
6565,2009,LAM RESEARCH CORP,1195.827,1951.871,5.348,-114.422,-302.148,1571.424,855.064,1,-0.1547992,223.6027,0.4380741,-0.0586217,0.805086,0.063137,-0.0156301,0.0391554,0.0519098,0.0711257
6588,2009,PC GROUP INC,16.172,44.282,0.081,-1.296,-8.477,-42.815,11.369,1,-0.1914322,199.6543,0.2567409,-0.029267,-0.9668714,0.0614376,-0.0235427,0.0379147,0.0498626,0.0732252
6617,2009,LAWSON PRODUCTS,138.32,241.647,1.034,2.654,-2.736,123.344,75.08,1,-0.0113223,133.7718,0.3107012,0.010983,0.5104305,0.0697928,-0.0453103,0.0382839,0.0515694,0.0761041
6639,2009,LEE ENTERPRISES INC,118.107,1515.612,89.8,94.046,-123.191,-203.945,-82.826,1,-0.0812814,1.315223,-0.0546485,0.0620515,-0.1345628,0.0665474,-0.0890739,0.035784,0.0508242,0.0797568
6649,2009,LEGGETT & PLATT INC,1213.6,3061.2,35.7,246,111.8,2118.1,678.5,1,0.0365216,33.9944,0.2216451,0.0803606,0.6919183,0.0720122,-0.0782767,0.0376745,0.0517791,0.0810663
6653,2009,LEGG MASON INC,2559.146,8613.711,255.154,321.183,204.357,1375.208,1513.791,1,0.0237246,10.02981,0.175742,0.0372874,0.1596534,0.0714186,-0.0861946,0.0373604,0.0511641,0.0779855
6677,2009,LESCARDEN INC,0.227,0.227,0.273,0.017,0.017,-16.934,-0.283,1,0.0748899,0.8315018,-1.246696,0.0748899,-74.59912,0.0737921,-0.0892337,0.0276274,-0.035206,0.080675
6682,2009,JEFFERIES FINANCIAL GRP INC,551.474,6762.364,312.592,-113.688,550.28,2589.295,-73.507,1,0.0813739,1.764197,-0.01087,-0.0168119,0.3828979,0.0740929,-0.0889256,0.0360836,0.051422,0.0741161
6730,2009,LILLY (ELI) & CO,12486.5,27460.9,27.4,6370,4328.8,7358.5,5918.4,1,0.157635,455.7117,0.215521,0.2319662,0.2679628,0.0776306,0.0610587,0.0376326,0.0512892,0.0919099
6733,2009,BATH & BODY WORKS INC,3250,7173,2,862,448,2022,1928,1,0.0624564,1625,0.2687857,0.1201729,0.2818904,0.0732153,0.4473916,0.0379971,0.0513053,0.0839139
6737,2009,LINCOLN ELECTRIC HLDGS INC,1023.546,1705.292,35.867,121.33,48.576,1089.6,725.575,1,0.0284854,28.53726,0.4254843,0.0711491,0.6389521,0.0716394,-0.0800798,0.0390693,0.0517179,0.0804075
6771,2009,LOBLAW COS LTD,4364,14991,345,1205,656,4965,736,1,0.0437596,12.64928,0.0490961,0.0803816,0.3311987,0.072348,-0.0853292,0.0364939,0.0513623,0.0810678
6821,2009,LOUISIANA-PACIFIC CORP,838.8,2247.4,174.1,-134.2,-121.4,833.5,531.9,1,-0.054018,4.817921,0.2366735,-0.0597134,0.370873,0.0678122,-0.0879166,0.0377774,0.0514081,0.0710476
6829,2009,LOWE'S COS INC,9732,33005,552,3112,1783,18334,2377,1,0.0540221,17.63043,0.0720194,0.0942887,0.5554916,0.0728241,-0.0836834,0.0366507,0.0516214,0.0820625
6845,2009,LYDALL INC,100.122,224.952,1.531,-11.527,-14.158,166.147,60.81,1,-0.0629379,65.39648,0.2703243,-0.051242,0.7385887,0.0673984,-0.0679015,0.0380076,0.051833,0.0716535
6848,2009,LGL GROUP INC,14.355,18.568,4.316,-1.919,-2.522,-11.72,5.466,1,-0.1358251,3.325996,0.2943774,-0.1033498,-0.6311935,0.0640172,-0.0884096,0.0381722,0.0502504,0.0679265
6867,2009,MDU RESOURCES GROUP INC,1061.658,5990.952,22.929,466.903,-123.274,1356.206,394.473,1,-0.0205767,46.30197,0.0658448,0.0779347,0.2263757,0.0693635,-0.0742103,0.0366085,0.0512412,0.0808928
6932,2009,MGE ENERGY INC,165.081,1281.885,66.028,84.665,50.997,162.413,37.943,1,0.0397828,2.500166,0.0295994,0.0660473,0.1266986,0.0721635,-0.0886824,0.0363605,0.051126,0.0800426
6946,2009,MAGNA INTERNATIONAL INC,6303,12303,64,-328,-493,3684,2004,1,-0.0400715,98.48438,0.1628871,-0.0266602,0.2994392,0.0684591,-0.0569692,0.0372725,0.0513256,0.0734117
6972,2009,MAKITA CORP,2717.312,3745.6,4.122,345.598,238.309,2509.926,2262.698,1,0.0636237,659.2217,0.6040949,0.0922677,0.6700999,0.0732695,0.1282984,0.0402914,0.0517538,0.081918
6994,2009,MANITOWOC CO,1259.9,4278.7,144.9,235.4,-704.2,250.5,117.7,1,-0.1645827,8.694963,0.0275084,0.0550167,0.0585458,0.0626832,-0.0866357,0.0363462,0.0510473,0.0792536
7017,2009,MARATHON OIL CORP,10637,47052,96,2921,1463,17109,1580,1,0.0310933,110.8021,0.0335799,0.0620803,0.363619,0.0717604,-0.0528995,0.0363877,0.0513998,0.0797588
7022,2009,MARCUS CORP,35.293,704.411,39.831,40.208,16.115,277.044,-65.683,1,0.0228773,0.8860686,-0.0932453,0.0570803,0.3932988,0.0713793,-0.0892157,0.0355199,0.0514341,0.0794012
7065,2009,MARSH & MCLENNAN COS,4931,15337,558,1280,227,4862,1228,1,0.0148008,8.836918,0.0800678,0.0834583,0.3170111,0.0710046,-0.0865888,0.0367058,0.0513459,0.0812879
7085,2009,MASCO CORP,3451,9175,364,432,-183,2237,1670,1,-0.0199455,9.480769,0.1820163,0.0470845,0.2438147,0.0693928,-0.086376,0.0374034,0.0512614,0.0786863
7114,2009,PANASONIC CORP,40749.98,89486.7,3201.97,2039.111,-1107.762,21355.05,10601.55,1,-0.0123791,12.72653,0.1184707,0.0227867,0.2386394,0.0697438,-0.0853036,0.0369686,0.0512554,0.0769484
7116,2009,MATTEL INC,2554.619,4780.555,51.95,794.068,528.704,1959.972,1493.745,1,0.1105947,49.17457,0.3124627,0.1661037,0.4099884,0.0754484,-0.0732612,0.038296,0.0514533,0.0871991
7117,2009,MAUI LAND & PINEAPPLE CO,28.887,128.048,1.817,-21.581,-123.281,-121.397,0.844,1,-0.9627717,15.89818,0.0065913,-0.1685383,-0.9480585,0.0256557,-0.0842557,0.036203,0.0498844,0.0632639
7138,2009,MAYS (J.W.) INC,3.564,55.707,0.95,2.33,0.756,36.05,0.44,1,0.013571,3.751579,0.0078985,0.041826,0.6471359,0.0709476,-0.088269,0.036212,0.0517273,0.0783101
7146,2009,MCCORMICK & CO INC,970.5,3387.8,116.1,490.4,299.8,700.6,152.3,1,0.088494,8.359173,0.0449554,0.1447547,0.2068009,0.0744232,-0.0867466,0.0364655,0.0512186,0.0856721
7152,2009,MCDERMOTT INTL INC,2357.921,4849.11,16.27,496.281,387.056,338.65,348.889,1,0.07982,144.9245,0.0719491,0.1023448,0.0698376,0.0740208,-0.0416254,0.0366502,0.0510604,0.0826387
7154,2009,MCDONALD'S CORP,3416.3,30224.9,18.1,6557.6,4551,32018.2,427.6,1,0.1505712,188.7458,0.0141473,0.2169602,1.059332,0.0773029,-0.0271468,0.0362547,0.0522035,0.0908366
7163,2009,S&P GLOBAL INC,2936.396,6475.25,0.022,1274.222,730.502,6179.596,484.442,1,0.1128145,133472.5,0.0748144,0.1967835,0.9543409,0.0755514,44.00983,0.0366699,0.0520822,0.0893934
7171,2009,MCKESSON CORP,21504,28189,3,1990,1263,7242,4492,1,0.0448047,7168,0.1593529,0.0705949,0.2569087,0.0723965,2.278799,0.0372483,0.0512765,0.0803678
7179,2009,MCRAE INDUSTRIES  -CL A,38.128,49.763,0.184,-0.484,-0.514,39.798,32.822,1,-0.010329,207.2174,0.6595663,-0.0097261,0.7997508,0.0698389,-0.0210438,0.040671,0.0519036,0.0746229
7192,2009,INTEGRAL VISION INC,0.366,0.617,7.377,-1.926,-2.761,-62.149,-8.699,1,-4.474878,0.0496137,-14.09887,-3.121556,-100.7277,-0.1372685,-0.0894921,-0.0603133,-0.0653928,-0.1479497
7228,2009,MEDTRONIC PLC,9839,28090,2575,4837,3099,14519,4718,1,0.110324,3.820971,0.1679601,0.1721965,0.5168743,0.0754359,-0.088246,0.0373072,0.0515768,0.0876349
7241,2009,CVS HEALTH CORP,17537,61641,2419,6438,3696,16220,5237,1,0.0599601,7.24969,0.0849597,0.1044435,0.2631365,0.0730995,-0.0871132,0.0367393,0.0512837,0.0827888
7257,2009,MERCK & CO,28428.6,112089.7,1585.8,6353.7,12901.3,38638.4,12677.9,1,0.115098,17.92698,0.113105,0.0566841,0.3447096,0.0756573,-0.0835854,0.0369319,0.0513779,0.0793729
7302,2009,METROPOLITAN EDISON,326.073,2946.32,128.5,126.899,55.523,-139.152,62.95,1,0.0188449,2.537533,0.0213656,0.0430703,-0.0472291,0.0711922,-0.0886701,0.0363041,0.0509251,0.0783991
7343,2009,MICRON TECHNOLOGY INC,3344,11455,646,-1440,-1835,-2294,1452,1,-0.1601921,5.176471,0.1267569,-0.1257093,-0.2002619,0.0628868,-0.0877982,0.0370253,0.0507483,0.0663272
7365,2009,SYSTEM ENERGY RESOURCES INC,593.791,3099.082,92.16,174.009,48.908,40.592,396.159,1,0.0157814,6.443045,0.1278311,0.0561486,0.0130981,0.0710501,-0.0873797,0.0370326,0.0509948,0.0793346
7366,2009,ENTERGY CORP,4534.161,37364.6,954.484,2330.526,1251.05,7967.937,1340.164,1,0.0334822,4.75038,0.0358672,0.0623726,0.2132483,0.0718713,-0.0879389,0.0364034,0.051226,0.0797797
7368,2009,MIDDLESEX WATER CO,22.045,458.086,46.56,20.161,9.977,30.265,-38.623,1,0.0217798,0.4734751,-0.0843139,0.0440114,0.0660684,0.0713284,-0.089352,0.035581,0.051056,0.0784665
7401,2009,MILLER (HERMAN) INC,394.7,770.6,104.3,75.1,28.3,16.2,81.7,1,0.0367246,3.784276,0.1060213,0.0974565,0.0210226,0.0720217,-0.0882582,0.0368834,0.051004,0.0822891
7420,2009,MSA SAFETY INC,434.025,875.228,16.326,77.05,43.295,628.163,265.575,1,0.0494671,26.58489,0.3034352,0.0880342,0.7177135,0.0726128,-0.0807248,0.0382342,0.0518089,0.0816152
7435,2009,3M CO,10795,27250,613,5008,3193,19999,5898,1,0.1171743,17.61012,0.2164404,0.1837798,0.7339082,0.0757537,-0.0836901,0.0376389,0.0518276,0.0884633
7437,2009,ALLETE INC,225.5,2393.1,7.1,106,61,361.4,92.4,1,0.0254899,31.76056,0.038611,0.044294,0.1510175,0.0715005,-0.0790148,0.0364221,0.0511541,0.0784867
7450,2009,MISSISSIPPI POWER CO,405.736,2072.681,1.33,156.057,86.7,295.269,128.929,1,0.0418299,305.0646,0.062204,0.0752923,0.1424575,0.0722585,0.0112849,0.0365836,0.0511443,0.0807038
7471,2009,MITSUI & CO LTD,45621.95,89603.68,6015.631,1389.551,1602.987,15697.21,20131.94,1,0.0178897,7.583901,0.2246776,0.0155077,0.1751848,0.0711479,-0.0870028,0.0376953,0.0511821,0.0764277
7486,2009,MODINE MANUFACTURING CO,355.442,840.252,3.245,12.707,-29.279,149.238,84.042,1,-0.0348455,109.5353,0.10002,0.0151228,0.177611,0.0687016,-0.053318,0.0368423,0.0511849,0.0764002
7512,2009,MONARCH CEMENT CO,47.904,176.998,3.244,4.948,4.733,93.156,28.676,1,0.0267404,14.76695,0.1620131,0.0279551,0.526311,0.0715585,-0.0846295,0.0372665,0.0515877,0.077318
7526,2009,QUIDEL CORP,126.223,166.345,0.234,55.044,32.883,13.995,96.699,1,0.1976795,539.4146,0.5813159,0.3309026,0.0841324,0.0794882,0.0887141,0.0401356,0.0510769,0.0989863
7533,2009,MONONGAHELA POWER,511.081,2790.461,121.074,91.197,18.998,219.435,146.096,1,0.0068082,4.221229,0.0523555,0.0326817,0.0786375,0.0706339,-0.0881138,0.0365162,0.0510705,0.0776561
7549,2009,MOOG INC  -CL A,1210.398,2634.317,18.512,156.105,85.045,691.813,764.137,1,0.0322835,65.38451,0.2900703,0.0592582,0.2626157,0.0718156,-0.0679054,0.0381427,0.0512831,0.079557
7585,2009,MOTOROLA SOLUTIONS INC,16032,25603,536,293,-51,1541,7771,1,-0.001992,29.91045,0.3035191,0.011444,0.0601883,0.0702256,-0.0796261,0.0382348,0.0510492,0.0761371
7589,2009,QUESTAR PIPELINE CO,92.4,1223.8,0.2,114.7,58.2,197.8,54.4,1,0.0475568,462,0.0444517,0.0937245,0.1616277,0.0725242,0.0631363,0.0364621,0.0511664,0.0820222
7590,2009,QUESTAR GAS CO,279,1339.1,87,86.9,41.6,227.1,-43.4,1,0.0310656,3.206897,-0.0324098,0.0648943,0.1695915,0.0717591,-0.0884489,0.0359362,0.0511756,0.0799601
7620,2009,MURPHY OIL CORP,3375.695,12756.36,0.038,1258.235,837.621,6491.503,1194.087,1,0.065663,88834.09,0.0936072,0.0986359,0.5088837,0.0733641,29.26128,0.0367984,0.0515676,0.0823735
